Date,Currency,Exchange
2015-07-14,USD,1
2015-07-14,CAD,1.28
2015-07-14,AUD,1.34
2015-07-14,EUR,0.91
2015-07-14,GBP,0.64
2015-07-15,USD,1
2015-07-15,CAD,1.27
2015-07-15,AUD,1.34
2015-07-15,EUR,0.91
2015-07-15,GBP,0.64
2015-07-16,USD,1
2015-07-16,CAD,1.29
2015-07-16,AUD,1.35
2015-07-16,EUR,0.92
2015-07-16,GBP,0.64
2015-07-17,USD,1
2015-07-17,CAD,1.3
2015-07-17,AUD,1.35
2015-07-17,EUR,0.92
2015-07-17,GBP,0.64
2015-07-18,USD,1
2015-07-18,CAD,1.3
2015-07-18,AUD,1.35
2015-07-18,EUR,0.92
2015-07-18,GBP,0.64
2015-07-19,USD,1
2015-07-19,CAD,1.3
2015-07-19,AUD,1.35
2015-07-19,EUR,0.92
2015-07-19,GBP,0.64
2015-07-20,USD,1
2015-07-20,CAD,1.3
2015-07-20,AUD,1.35
2015-07-20,EUR,0.92
2015-07-20,GBP,0.64
2015-07-21,USD,1
2015-07-21,CAD,1.3
2015-07-21,AUD,1.36
2015-07-21,EUR,0.92
2015-07-21,GBP,0.64
2015-07-22,USD,1
2015-07-22,CAD,1.3
2015-07-22,AUD,1.35
2015-07-22,EUR,0.92
2015-07-22,GBP,0.64
2015-07-23,USD,1
2015-07-23,CAD,1.3
2015-07-23,AUD,1.35
2015-07-23,EUR,0.91
2015-07-23,GBP,0.64
2015-07-24,USD,1
2015-07-24,CAD,1.31
2015-07-24,AUD,1.38
2015-07-24,EUR,0.91
2015-07-24,GBP,0.65
2015-07-25,USD,1
2015-07-25,CAD,1.31
2015-07-25,AUD,1.38
2015-07-25,EUR,0.91
2015-07-25,GBP,0.65
2015-07-26,USD,1
2015-07-26,CAD,1.31
2015-07-26,AUD,1.38
2015-07-26,EUR,0.91
2015-07-26,GBP,0.65
2015-07-27,USD,1
2015-07-27,CAD,1.3
2015-07-27,AUD,1.37
2015-07-27,EUR,0.9
2015-07-27,GBP,0.64
2015-07-28,USD,1
2015-07-28,CAD,1.3
2015-07-28,AUD,1.37
2015-07-28,EUR,0.91
2015-07-28,GBP,0.64
2015-07-29,USD,1
2015-07-29,CAD,1.3
2015-07-29,AUD,1.37
2015-07-29,EUR,0.91
2015-07-29,GBP,0.64
2015-07-30,USD,1
2015-07-30,CAD,1.3
2015-07-30,AUD,1.38
2015-07-30,EUR,0.91
2015-07-30,GBP,0.64
2015-07-31,USD,1
2015-07-31,CAD,1.3
2015-07-31,AUD,1.38
2015-07-31,EUR,0.91
2015-07-31,GBP,0.64
2015-08-01,USD,1
2015-08-01,CAD,1.3
2015-08-01,AUD,1.38
2015-08-01,EUR,0.91
2015-08-01,GBP,0.64
2015-08-02,USD,1
2015-08-02,CAD,1.3
2015-08-02,AUD,1.38
2015-08-02,EUR,0.91
2015-08-02,GBP,0.64
2015-08-03,USD,1
2015-08-03,CAD,1.32
2015-08-03,AUD,1.38
2015-08-03,EUR,0.91
2015-08-03,GBP,0.64
2015-08-04,USD,1
2015-08-04,CAD,1.31
2015-08-04,AUD,1.35
2015-08-04,EUR,0.91
2015-08-04,GBP,0.64
2015-08-05,USD,1
2015-08-05,CAD,1.32
2015-08-05,AUD,1.36
2015-08-05,EUR,0.92
2015-08-05,GBP,0.64
2015-08-06,USD,1
2015-08-06,CAD,1.32
2015-08-06,AUD,1.36
2015-08-06,EUR,0.92
2015-08-06,GBP,0.64
2015-08-07,USD,1
2015-08-07,CAD,1.31
2015-08-07,AUD,1.35
2015-08-07,EUR,0.91
2015-08-07,GBP,0.64
2015-08-08,USD,1
2015-08-08,CAD,1.31
2015-08-08,AUD,1.35
2015-08-08,EUR,0.91
2015-08-08,GBP,0.64
2015-08-09,USD,1
2015-08-09,CAD,1.31
2015-08-09,AUD,1.35
2015-08-09,EUR,0.91
2015-08-09,GBP,0.64
2015-08-10,USD,1
2015-08-10,CAD,1.31
2015-08-10,AUD,1.36
2015-08-10,EUR,0.91
2015-08-10,GBP,0.65
2015-08-11,USD,1
2015-08-11,CAD,1.31
2015-08-11,AUD,1.37
2015-08-11,EUR,0.9
2015-08-11,GBP,0.64
2015-08-12,USD,1
2015-08-12,CAD,1.3
2015-08-12,AUD,1.36
2015-08-12,EUR,0.9
2015-08-12,GBP,0.64
2015-08-13,USD,1
2015-08-13,CAD,1.3
2015-08-13,AUD,1.36
2015-08-13,EUR,0.9
2015-08-13,GBP,0.64
2015-08-14,USD,1
2015-08-14,CAD,1.3
2015-08-14,AUD,1.35
2015-08-14,EUR,0.9
2015-08-14,GBP,0.64
2015-08-15,USD,1
2015-08-15,CAD,1.3
2015-08-15,AUD,1.35
2015-08-15,EUR,0.9
2015-08-15,GBP,0.64
2015-08-16,USD,1
2015-08-16,CAD,1.3
2015-08-16,AUD,1.35
2015-08-16,EUR,0.9
2015-08-16,GBP,0.64
2015-08-17,USD,1
2015-08-17,CAD,1.31
2015-08-17,AUD,1.36
2015-08-17,EUR,0.9
2015-08-17,GBP,0.64
2015-08-18,USD,1
2015-08-18,CAD,1.31
2015-08-18,AUD,1.36
2015-08-18,EUR,0.9
2015-08-18,GBP,0.64
2015-08-19,USD,1
2015-08-19,CAD,1.31
2015-08-19,AUD,1.36
2015-08-19,EUR,0.91
2015-08-19,GBP,0.64
2015-08-20,USD,1
2015-08-20,CAD,1.31
2015-08-20,AUD,1.37
2015-08-20,EUR,0.89
2015-08-20,GBP,0.64
2015-08-21,USD,1
2015-08-21,CAD,1.31
2015-08-21,AUD,1.36
2015-08-21,EUR,0.89
2015-08-21,GBP,0.64
2015-08-22,USD,1
2015-08-22,CAD,1.31
2015-08-22,AUD,1.36
2015-08-22,EUR,0.89
2015-08-22,GBP,0.64
2015-08-23,USD,1
2015-08-23,CAD,1.31
2015-08-23,AUD,1.36
2015-08-23,EUR,0.89
2015-08-23,GBP,0.64
2015-08-24,USD,1
2015-08-24,CAD,1.33
2015-08-24,AUD,1.38
2015-08-24,EUR,0.87
2015-08-24,GBP,0.64
2015-08-25,USD,1
2015-08-25,CAD,1.32
2015-08-25,AUD,1.39
2015-08-25,EUR,0.87
2015-08-25,GBP,0.63
2015-08-26,USD,1
2015-08-26,CAD,1.33
2015-08-26,AUD,1.4
2015-08-26,EUR,0.88
2015-08-26,GBP,0.64
2015-08-27,USD,1
2015-08-27,CAD,1.32
2015-08-27,AUD,1.4
2015-08-27,EUR,0.89
2015-08-27,GBP,0.65
2015-08-28,USD,1
2015-08-28,CAD,1.33
2015-08-28,AUD,1.4
2015-08-28,EUR,0.89
2015-08-28,GBP,0.65
2015-08-29,USD,1
2015-08-29,CAD,1.33
2015-08-29,AUD,1.4
2015-08-29,EUR,0.89
2015-08-29,GBP,0.65
2015-08-30,USD,1
2015-08-30,CAD,1.33
2015-08-30,AUD,1.4
2015-08-30,EUR,0.89
2015-08-30,GBP,0.65
2015-08-31,USD,1
2015-08-31,CAD,1.33
2015-08-31,AUD,1.4
2015-08-31,EUR,0.89
2015-08-31,GBP,0.65
2015-09-01,USD,1
2015-09-01,CAD,1.32
2015-09-01,AUD,1.42
2015-09-01,EUR,0.89
2015-09-01,GBP,0.65
2015-09-02,USD,1
2015-09-02,CAD,1.33
2015-09-02,AUD,1.43
2015-09-02,EUR,0.89
2015-09-02,GBP,0.65
2015-09-03,USD,1
2015-09-03,CAD,1.33
2015-09-03,AUD,1.43
2015-09-03,EUR,0.89
2015-09-03,GBP,0.65
2015-09-04,USD,1
2015-09-04,CAD,1.32
2015-09-04,AUD,1.43
2015-09-04,EUR,0.9
2015-09-04,GBP,0.66
2015-09-05,USD,1
2015-09-05,CAD,1.32
2015-09-05,AUD,1.43
2015-09-05,EUR,0.9
2015-09-05,GBP,0.66
2015-09-06,USD,1
2015-09-06,CAD,1.32
2015-09-06,AUD,1.43
2015-09-06,EUR,0.9
2015-09-06,GBP,0.66
2015-09-07,USD,1
2015-09-07,CAD,1.33
2015-09-07,AUD,1.44
2015-09-07,EUR,0.9
2015-09-07,GBP,0.66
2015-09-08,USD,1
2015-09-08,CAD,1.32
2015-09-08,AUD,1.43
2015-09-08,EUR,0.9
2015-09-08,GBP,0.65
2015-09-09,USD,1
2015-09-09,CAD,1.32
2015-09-09,AUD,1.42
2015-09-09,EUR,0.9
2015-09-09,GBP,0.65
2015-09-10,USD,1
2015-09-10,CAD,1.33
2015-09-10,AUD,1.42
2015-09-10,EUR,0.89
2015-09-10,GBP,0.65
2015-09-11,USD,1
2015-09-11,CAD,1.33
2015-09-11,AUD,1.42
2015-09-11,EUR,0.89
2015-09-11,GBP,0.65
2015-09-12,USD,1
2015-09-12,CAD,1.33
2015-09-12,AUD,1.42
2015-09-12,EUR,0.89
2015-09-12,GBP,0.65
2015-09-13,USD,1
2015-09-13,CAD,1.33
2015-09-13,AUD,1.42
2015-09-13,EUR,0.89
2015-09-13,GBP,0.65
2015-09-14,USD,1
2015-09-14,CAD,1.33
2015-09-14,AUD,1.4
2015-09-14,EUR,0.88
2015-09-14,GBP,0.65
2015-09-15,USD,1
2015-09-15,CAD,1.32
2015-09-15,AUD,1.4
2015-09-15,EUR,0.88
2015-09-15,GBP,0.65
2015-09-16,USD,1
2015-09-16,CAD,1.33
2015-09-16,AUD,1.4
2015-09-16,EUR,0.89
2015-09-16,GBP,0.65
2015-09-17,USD,1
2015-09-17,CAD,1.32
2015-09-17,AUD,1.39
2015-09-17,EUR,0.88
2015-09-17,GBP,0.64
2015-09-18,USD,1
2015-09-18,CAD,1.3
2015-09-18,AUD,1.38
2015-09-18,EUR,0.88
2015-09-18,GBP,0.64
2015-09-19,USD,1
2015-09-19,CAD,1.3
2015-09-19,AUD,1.38
2015-09-19,EUR,0.88
2015-09-19,GBP,0.64
2015-09-20,USD,1
2015-09-20,CAD,1.3
2015-09-20,AUD,1.38
2015-09-20,EUR,0.88
2015-09-20,GBP,0.64
2015-09-21,USD,1
2015-09-21,CAD,1.32
2015-09-21,AUD,1.39
2015-09-21,EUR,0.89
2015-09-21,GBP,0.64
2015-09-22,USD,1
2015-09-22,CAD,1.33
2015-09-22,AUD,1.41
2015-09-22,EUR,0.9
2015-09-22,GBP,0.65
2015-09-23,USD,1
2015-09-23,CAD,1.33
2015-09-23,AUD,1.42
2015-09-23,EUR,0.9
2015-09-23,GBP,0.65
2015-09-24,USD,1
2015-09-24,CAD,1.34
2015-09-24,AUD,1.44
2015-09-24,EUR,0.89
2015-09-24,GBP,0.66
2015-09-25,USD,1
2015-09-25,CAD,1.33
2015-09-25,AUD,1.43
2015-09-25,EUR,0.9
2015-09-25,GBP,0.66
2015-09-26,USD,1
2015-09-26,CAD,1.33
2015-09-26,AUD,1.43
2015-09-26,EUR,0.9
2015-09-26,GBP,0.66
2015-09-27,USD,1
2015-09-27,CAD,1.33
2015-09-27,AUD,1.43
2015-09-27,EUR,0.9
2015-09-27,GBP,0.66
2015-09-28,USD,1
2015-09-28,CAD,1.34
2015-09-28,AUD,1.43
2015-09-28,EUR,0.9
2015-09-28,GBP,0.66
2015-09-29,USD,1
2015-09-29,CAD,1.34
2015-09-29,AUD,1.43
2015-09-29,EUR,0.89
2015-09-29,GBP,0.66
2015-09-30,USD,1
2015-09-30,CAD,1.34
2015-09-30,AUD,1.42
2015-09-30,EUR,0.89
2015-09-30,GBP,0.66
2015-10-01,USD,1
2015-10-01,CAD,1.33
2015-10-01,AUD,1.41
2015-10-01,EUR,0.9
2015-10-01,GBP,0.66
2015-10-02,USD,1
2015-10-02,CAD,1.32
2015-10-02,AUD,1.42
2015-10-02,EUR,0.9
2015-10-02,GBP,0.66
2015-10-03,USD,1
2015-10-03,CAD,1.32
2015-10-03,AUD,1.42
2015-10-03,EUR,0.9
2015-10-03,GBP,0.66
2015-10-04,USD,1
2015-10-04,CAD,1.32
2015-10-04,AUD,1.42
2015-10-04,EUR,0.9
2015-10-04,GBP,0.66
2015-10-05,USD,1
2015-10-05,CAD,1.31
2015-10-05,AUD,1.41
2015-10-05,EUR,0.89
2015-10-05,GBP,0.66
2015-10-06,USD,1
2015-10-06,CAD,1.31
2015-10-06,AUD,1.41
2015-10-06,EUR,0.89
2015-10-06,GBP,0.66
2015-10-07,USD,1
2015-10-07,CAD,1.3
2015-10-07,AUD,1.38
2015-10-07,EUR,0.89
2015-10-07,GBP,0.65
2015-10-08,USD,1
2015-10-08,CAD,1.3
2015-10-08,AUD,1.39
2015-10-08,EUR,0.89
2015-10-08,GBP,0.65
2015-10-09,USD,1
2015-10-09,CAD,1.29
2015-10-09,AUD,1.36
2015-10-09,EUR,0.88
2015-10-09,GBP,0.65
2015-10-10,USD,1
2015-10-10,CAD,1.29
2015-10-10,AUD,1.36
2015-10-10,EUR,0.88
2015-10-10,GBP,0.65
2015-10-11,USD,1
2015-10-11,CAD,1.29
2015-10-11,AUD,1.36
2015-10-11,EUR,0.88
2015-10-11,GBP,0.65
2015-10-12,USD,1
2015-10-12,CAD,1.29
2015-10-12,AUD,1.36
2015-10-12,EUR,0.88
2015-10-12,GBP,0.65
2015-10-13,USD,1
2015-10-13,CAD,1.3
2015-10-13,AUD,1.37
2015-10-13,EUR,0.88
2015-10-13,GBP,0.66
2015-10-14,USD,1
2015-10-14,CAD,1.3
2015-10-14,AUD,1.38
2015-10-14,EUR,0.88
2015-10-14,GBP,0.65
2015-10-15,USD,1
2015-10-15,CAD,1.29
2015-10-15,AUD,1.36
2015-10-15,EUR,0.87
2015-10-15,GBP,0.65
2015-10-16,USD,1
2015-10-16,CAD,1.29
2015-10-16,AUD,1.38
2015-10-16,EUR,0.88
2015-10-16,GBP,0.65
2015-10-17,USD,1
2015-10-17,CAD,1.29
2015-10-17,AUD,1.38
2015-10-17,EUR,0.88
2015-10-17,GBP,0.65
2015-10-18,USD,1
2015-10-18,CAD,1.29
2015-10-18,AUD,1.38
2015-10-18,EUR,0.88
2015-10-18,GBP,0.65
2015-10-19,USD,1
2015-10-19,CAD,1.29
2015-10-19,AUD,1.37
2015-10-19,EUR,0.88
2015-10-19,GBP,0.65
2015-10-20,USD,1
2015-10-20,CAD,1.3
2015-10-20,AUD,1.37
2015-10-20,EUR,0.88
2015-10-20,GBP,0.65
2015-10-21,USD,1
2015-10-21,CAD,1.3
2015-10-21,AUD,1.38
2015-10-21,EUR,0.88
2015-10-21,GBP,0.65
2015-10-22,USD,1
2015-10-22,CAD,1.31
2015-10-22,AUD,1.39
2015-10-22,EUR,0.88
2015-10-22,GBP,0.65
2015-10-23,USD,1
2015-10-23,CAD,1.31
2015-10-23,AUD,1.38
2015-10-23,EUR,0.9
2015-10-23,GBP,0.65
2015-10-24,USD,1
2015-10-24,CAD,1.31
2015-10-24,AUD,1.38
2015-10-24,EUR,0.9
2015-10-24,GBP,0.65
2015-10-25,USD,1
2015-10-25,CAD,1.31
2015-10-25,AUD,1.38
2015-10-25,EUR,0.9
2015-10-25,GBP,0.65
2015-10-26,USD,1
2015-10-26,CAD,1.32
2015-10-26,AUD,1.38
2015-10-26,EUR,0.91
2015-10-26,GBP,0.65
2015-10-27,USD,1
2015-10-27,CAD,1.32
2015-10-27,AUD,1.38
2015-10-27,EUR,0.9
2015-10-27,GBP,0.65
2015-10-28,USD,1
2015-10-28,CAD,1.32
2015-10-28,AUD,1.4
2015-10-28,EUR,0.9
2015-10-28,GBP,0.65
2015-10-29,USD,1
2015-10-29,CAD,1.32
2015-10-29,AUD,1.41
2015-10-29,EUR,0.91
2015-10-29,GBP,0.66
2015-10-30,USD,1
2015-10-30,CAD,1.32
2015-10-30,AUD,1.41
2015-10-30,EUR,0.91
2015-10-30,GBP,0.65
2015-10-31,USD,1
2015-10-31,CAD,1.32
2015-10-31,AUD,1.41
2015-10-31,EUR,0.91
2015-10-31,GBP,0.65
2015-11-01,USD,1
2015-11-01,CAD,1.32
2015-11-01,AUD,1.41
2015-11-01,EUR,0.91
2015-11-01,GBP,0.65
2015-11-02,USD,1
2015-11-02,CAD,1.31
2015-11-02,AUD,1.4
2015-11-02,EUR,0.91
2015-11-02,GBP,0.65
2015-11-03,USD,1
2015-11-03,CAD,1.31
2015-11-03,AUD,1.39
2015-11-03,EUR,0.91
2015-11-03,GBP,0.65
2015-11-04,USD,1
2015-11-04,CAD,1.31
2015-11-04,AUD,1.39
2015-11-04,EUR,0.91
2015-11-04,GBP,0.65
2015-11-05,USD,1
2015-11-05,CAD,1.32
2015-11-05,AUD,1.4
2015-11-05,EUR,0.92
2015-11-05,GBP,0.65
2015-11-06,USD,1
2015-11-06,CAD,1.32
2015-11-06,AUD,1.4
2015-11-06,EUR,0.92
2015-11-06,GBP,0.66
2015-11-07,USD,1
2015-11-07,CAD,1.32
2015-11-07,AUD,1.4
2015-11-07,EUR,0.92
2015-11-07,GBP,0.66
2015-11-08,USD,1
2015-11-08,CAD,1.32
2015-11-08,AUD,1.4
2015-11-08,EUR,0.92
2015-11-08,GBP,0.66
2015-11-09,USD,1
2015-11-09,CAD,1.33
2015-11-09,AUD,1.42
2015-11-09,EUR,0.93
2015-11-09,GBP,0.66
2015-11-10,USD,1
2015-11-10,CAD,1.33
2015-11-10,AUD,1.42
2015-11-10,EUR,0.93
2015-11-10,GBP,0.66
2015-11-11,USD,1
2015-11-11,CAD,1.33
2015-11-11,AUD,1.42
2015-11-11,EUR,0.93
2015-11-11,GBP,0.66
2015-11-12,USD,1
2015-11-12,CAD,1.33
2015-11-12,AUD,1.41
2015-11-12,EUR,0.93
2015-11-12,GBP,0.66
2015-11-13,USD,1
2015-11-13,CAD,1.33
2015-11-13,AUD,1.4
2015-11-13,EUR,0.93
2015-11-13,GBP,0.66
2015-11-14,USD,1
2015-11-14,CAD,1.33
2015-11-14,AUD,1.4
2015-11-14,EUR,0.93
2015-11-14,GBP,0.66
2015-11-15,USD,1
2015-11-15,CAD,1.33
2015-11-15,AUD,1.4
2015-11-15,EUR,0.93
2015-11-15,GBP,0.66
2015-11-16,USD,1
2015-11-16,CAD,1.33
2015-11-16,AUD,1.41
2015-11-16,EUR,0.93
2015-11-16,GBP,0.66
2015-11-17,USD,1
2015-11-17,CAD,1.33
2015-11-17,AUD,1.4
2015-11-17,EUR,0.94
2015-11-17,GBP,0.66
2015-11-18,USD,1
2015-11-18,CAD,1.33
2015-11-18,AUD,1.41
2015-11-18,EUR,0.94
2015-11-18,GBP,0.66
2015-11-19,USD,1
2015-11-19,CAD,1.33
2015-11-19,AUD,1.4
2015-11-19,EUR,0.94
2015-11-19,GBP,0.65
2015-11-20,USD,1
2015-11-20,CAD,1.33
2015-11-20,AUD,1.39
2015-11-20,EUR,0.94
2015-11-20,GBP,0.66
2015-11-21,USD,1
2015-11-21,CAD,1.33
2015-11-21,AUD,1.39
2015-11-21,EUR,0.94
2015-11-21,GBP,0.66
2015-11-22,USD,1
2015-11-22,CAD,1.33
2015-11-22,AUD,1.39
2015-11-22,EUR,0.94
2015-11-22,GBP,0.66
2015-11-23,USD,1
2015-11-23,CAD,1.34
2015-11-23,AUD,1.39
2015-11-23,EUR,0.94
2015-11-23,GBP,0.66
2015-11-24,USD,1
2015-11-24,CAD,1.34
2015-11-24,AUD,1.39
2015-11-24,EUR,0.94
2015-11-24,GBP,0.66
2015-11-25,USD,1
2015-11-25,CAD,1.33
2015-11-25,AUD,1.38
2015-11-25,EUR,0.94
2015-11-25,GBP,0.66
2015-11-26,USD,1
2015-11-26,CAD,1.33
2015-11-26,AUD,1.38
2015-11-26,EUR,0.94
2015-11-26,GBP,0.66
2015-11-27,USD,1
2015-11-27,CAD,1.33
2015-11-27,AUD,1.39
2015-11-27,EUR,0.95
2015-11-27,GBP,0.66
2015-11-28,USD,1
2015-11-28,CAD,1.33
2015-11-28,AUD,1.39
2015-11-28,EUR,0.95
2015-11-28,GBP,0.66
2015-11-29,USD,1
2015-11-29,CAD,1.33
2015-11-29,AUD,1.39
2015-11-29,EUR,0.95
2015-11-29,GBP,0.66
2015-11-30,USD,1
2015-11-30,CAD,1.34
2015-11-30,AUD,1.39
2015-11-30,EUR,0.95
2015-11-30,GBP,0.67
2015-12-01,USD,1
2015-12-01,CAD,1.33
2015-12-01,AUD,1.37
2015-12-01,EUR,0.94
2015-12-01,GBP,0.66
2015-12-02,USD,1
2015-12-02,CAD,1.34
2015-12-02,AUD,1.37
2015-12-02,EUR,0.94
2015-12-02,GBP,0.67
2015-12-03,USD,1
2015-12-03,CAD,1.33
2015-12-03,AUD,1.36
2015-12-03,EUR,0.94
2015-12-03,GBP,0.67
2015-12-04,USD,1
2015-12-04,CAD,1.33
2015-12-04,AUD,1.37
2015-12-04,EUR,0.92
2015-12-04,GBP,0.66
2015-12-05,USD,1
2015-12-05,CAD,1.33
2015-12-05,AUD,1.37
2015-12-05,EUR,0.92
2015-12-05,GBP,0.66
2015-12-06,USD,1
2015-12-06,CAD,1.33
2015-12-06,AUD,1.37
2015-12-06,EUR,0.92
2015-12-06,GBP,0.66
2015-12-07,USD,1
2015-12-07,CAD,1.35
2015-12-07,AUD,1.37
2015-12-07,EUR,0.93
2015-12-07,GBP,0.66
2015-12-08,USD,1
2015-12-08,CAD,1.36
2015-12-08,AUD,1.39
2015-12-08,EUR,0.92
2015-12-08,GBP,0.67
2015-12-09,USD,1
2015-12-09,CAD,1.36
2015-12-09,AUD,1.39
2015-12-09,EUR,0.91
2015-12-09,GBP,0.66
2015-12-10,USD,1
2015-12-10,CAD,1.35
2015-12-10,AUD,1.37
2015-12-10,EUR,0.91
2015-12-10,GBP,0.66
2015-12-11,USD,1
2015-12-11,CAD,1.37
2015-12-11,AUD,1.39
2015-12-11,EUR,0.91
2015-12-11,GBP,0.66
2015-12-12,USD,1
2015-12-12,CAD,1.37
2015-12-12,AUD,1.39
2015-12-12,EUR,0.91
2015-12-12,GBP,0.66
2015-12-13,USD,1
2015-12-13,CAD,1.37
2015-12-13,AUD,1.39
2015-12-13,EUR,0.91
2015-12-13,GBP,0.66
2015-12-14,USD,1
2015-12-14,CAD,1.38
2015-12-14,AUD,1.39
2015-12-14,EUR,0.91
2015-12-14,GBP,0.66
2015-12-15,USD,1
2015-12-15,CAD,1.37
2015-12-15,AUD,1.38
2015-12-15,EUR,0.91
2015-12-15,GBP,0.66
2015-12-16,USD,1
2015-12-16,CAD,1.38
2015-12-16,AUD,1.39
2015-12-16,EUR,0.91
2015-12-16,GBP,0.67
2015-12-17,USD,1
2015-12-17,CAD,1.38
2015-12-17,AUD,1.39
2015-12-17,EUR,0.92
2015-12-17,GBP,0.67
2015-12-18,USD,1
2015-12-18,CAD,1.4
2015-12-18,AUD,1.4
2015-12-18,EUR,0.92
2015-12-18,GBP,0.67
2015-12-19,USD,1
2015-12-19,CAD,1.4
2015-12-19,AUD,1.4
2015-12-19,EUR,0.92
2015-12-19,GBP,0.67
2015-12-20,USD,1
2015-12-20,CAD,1.4
2015-12-20,AUD,1.4
2015-12-20,EUR,0.92
2015-12-20,GBP,0.67
2015-12-21,USD,1
2015-12-21,CAD,1.4
2015-12-21,AUD,1.4
2015-12-21,EUR,0.92
2015-12-21,GBP,0.67
2015-12-22,USD,1
2015-12-22,CAD,1.39
2015-12-22,AUD,1.38
2015-12-22,EUR,0.91
2015-12-22,GBP,0.67
2015-12-23,USD,1
2015-12-23,CAD,1.39
2015-12-23,AUD,1.38
2015-12-23,EUR,0.92
2015-12-23,GBP,0.67
2015-12-24,USD,1
2015-12-24,CAD,1.39
2015-12-24,AUD,1.38
2015-12-24,EUR,0.91
2015-12-24,GBP,0.67
2015-12-25,USD,1
2015-12-25,CAD,1.39
2015-12-25,AUD,1.38
2015-12-25,EUR,0.91
2015-12-25,GBP,0.67
2015-12-26,USD,1
2015-12-26,CAD,1.39
2015-12-26,AUD,1.38
2015-12-26,EUR,0.91
2015-12-26,GBP,0.67
2015-12-27,USD,1
2015-12-27,CAD,1.39
2015-12-27,AUD,1.38
2015-12-27,EUR,0.91
2015-12-27,GBP,0.67
2015-12-28,USD,1
2015-12-28,CAD,1.39
2015-12-28,AUD,1.38
2015-12-28,EUR,0.91
2015-12-28,GBP,0.67
2015-12-29,USD,1
2015-12-29,CAD,1.39
2015-12-29,AUD,1.37
2015-12-29,EUR,0.91
2015-12-29,GBP,0.68
2015-12-30,USD,1
2015-12-30,CAD,1.39
2015-12-30,AUD,1.37
2015-12-30,EUR,0.92
2015-12-30,GBP,0.68
2015-12-31,USD,1
2015-12-31,CAD,1.39
2015-12-31,AUD,1.37
2015-12-31,EUR,0.92
2015-12-31,GBP,0.67
2016-01-01,USD,1
2016-01-01,CAD,1.39
2016-01-01,AUD,1.37
2016-01-01,EUR,0.92
2016-01-01,GBP,0.67
2016-01-02,USD,1
2016-01-02,CAD,1.39
2016-01-02,AUD,1.37
2016-01-02,EUR,0.92
2016-01-02,GBP,0.67
2016-01-03,USD,1
2016-01-03,CAD,1.39
2016-01-03,AUD,1.37
2016-01-03,EUR,0.92
2016-01-03,GBP,0.67
2016-01-04,USD,1
2016-01-04,CAD,1.39
2016-01-04,AUD,1.39
2016-01-04,EUR,0.92
2016-01-04,GBP,0.68
2016-01-05,USD,1
2016-01-05,CAD,1.39
2016-01-05,AUD,1.39
2016-01-05,EUR,0.93
2016-01-05,GBP,0.68
2016-01-06,USD,1
2016-01-06,CAD,1.41
2016-01-06,AUD,1.41
2016-01-06,EUR,0.93
2016-01-06,GBP,0.68
2016-01-07,USD,1
2016-01-07,CAD,1.41
2016-01-07,AUD,1.43
2016-01-07,EUR,0.92
2016-01-07,GBP,0.69
2016-01-08,USD,1
2016-01-08,CAD,1.41
2016-01-08,AUD,1.43
2016-01-08,EUR,0.92
2016-01-08,GBP,0.69
2016-01-09,USD,1
2016-01-09,CAD,1.41
2016-01-09,AUD,1.43
2016-01-09,EUR,0.92
2016-01-09,GBP,0.69
2016-01-10,USD,1
2016-01-10,CAD,1.41
2016-01-10,AUD,1.43
2016-01-10,EUR,0.92
2016-01-10,GBP,0.69
2016-01-11,USD,1
2016-01-11,CAD,1.41
2016-01-11,AUD,1.43
2016-01-11,EUR,0.92
2016-01-11,GBP,0.69
2016-01-12,USD,1
2016-01-12,CAD,1.42
2016-01-12,AUD,1.43
2016-01-12,EUR,0.92
2016-01-12,GBP,0.69
2016-01-13,USD,1
2016-01-13,CAD,1.42
2016-01-13,AUD,1.43
2016-01-13,EUR,0.92
2016-01-13,GBP,0.69
2016-01-14,USD,1
2016-01-14,CAD,1.44
2016-01-14,AUD,1.44
2016-01-14,EUR,0.92
2016-01-14,GBP,0.7
2016-01-15,USD,1
2016-01-15,CAD,1.45
2016-01-15,AUD,1.46
2016-01-15,EUR,0.92
2016-01-15,GBP,0.7
2016-01-16,USD,1
2016-01-16,CAD,1.45
2016-01-16,AUD,1.46
2016-01-16,EUR,0.92
2016-01-16,GBP,0.7
2016-01-17,USD,1
2016-01-17,CAD,1.45
2016-01-17,AUD,1.46
2016-01-17,EUR,0.92
2016-01-17,GBP,0.7
2016-01-18,USD,1
2016-01-18,CAD,1.45
2016-01-18,AUD,1.45
2016-01-18,EUR,0.92
2016-01-18,GBP,0.7
2016-01-19,USD,1
2016-01-19,CAD,1.45
2016-01-19,AUD,1.44
2016-01-19,EUR,0.92
2016-01-19,GBP,0.7
2016-01-20,USD,1
2016-01-20,CAD,1.46
2016-01-20,AUD,1.46
2016-01-20,EUR,0.92
2016-01-20,GBP,0.71
2016-01-21,USD,1
2016-01-21,CAD,1.45
2016-01-21,AUD,1.45
2016-01-21,EUR,0.92
2016-01-21,GBP,0.71
2016-01-22,USD,1
2016-01-22,CAD,1.42
2016-01-22,AUD,1.42
2016-01-22,EUR,0.93
2016-01-22,GBP,0.7
2016-01-23,USD,1
2016-01-23,CAD,1.42
2016-01-23,AUD,1.42
2016-01-23,EUR,0.93
2016-01-23,GBP,0.7
2016-01-24,USD,1
